,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
594,LP002938,0.0,1.0,0,1,1.0,16120,0.0,260.0,360.0,1.0,2,1
595,LP002940,0.0,0.0,0,0,0.0,3833,0.0,110.0,360.0,1.0,0,1
596,LP002941,0.0,1.0,2,0,1.0,6383,1000.0,187.0,360.0,1.0,0,0
597,LP002943,0.0,0.0,0,1,0.0,2987,0.0,88.0,360.0,0.0,1,0
598,LP002945,0.0,1.0,0,1,1.0,9963,0.0,180.0,360.0,1.0,0,1
599,LP002948,0.0,1.0,2,1,0.0,5780,0.0,192.0,360.0,1.0,2,1
600,LP002949,1.0,0.0,3,1,0.0,416,41667.0,350.0,180.0,1.0,2,0
601,LP002950,0.0,1.0,0,0,0.0,2894,2792.0,155.0,360.0,1.0,0,1
602,LP002953,0.0,1.0,3,1,0.0,5703,0.0,128.0,360.0,1.0,2,1
603,LP002958,0.0,0.0,0,1,0.0,3676,4301.0,172.0,360.0,1.0,0,1
604,LP002959,1.0,1.0,1,1,0.0,12000,0.0,496.0,360.0,1.0,1,1
605,LP002960,0.0,1.0,0,0,0.0,2400,3800.0,146.41216216216216,180.0,1.0,2,0
606,LP002961,0.0,1.0,1,1,0.0,3400,2500.0,173.0,360.0,1.0,1,1
607,LP002964,0.0,1.0,2,0,0.0,3987,1411.0,157.0,360.0,1.0,0,1
608,LP002974,0.0,1.0,0,1,0.0,3232,1950.0,108.0,360.0,1.0,0,1
609,LP002978,1.0,0.0,0,1,0.0,2900,0.0,71.0,360.0,1.0,0,1
610,LP002979,0.0,1.0,3,1,0.0,4106,0.0,40.0,180.0,1.0,0,1
611,LP002983,0.0,1.0,1,1,0.0,8072,240.0,253.0,360.0,1.0,2,1
612,LP002984,0.0,1.0,2,1,0.0,7583,0.0,187.0,360.0,1.0,2,1
613,LP002990,1.0,0.0,0,1,1.0,4583,0.0,133.0,360.0,0.0,1,0
